time_s,vehicle_id,soc_wh,max_cap_wh,consumption_wh,charging_flag,soc_pct
208.0,ev_0,18002.17,35000.0,0.0,cs_58,51.43
208.0,ev_1,17344.41,35000.0,0.0,NULL,49.56
208.0,ev_2,17336.35,35000.0,0.0,NULL,49.53
208.0,ev_3,17379.11,35000.0,0.0,NULL,49.65
208.0,ev_4,17298.32,35000.0,0.0,NULL,49.42
208.0,ev_5,17396.76,35000.0,0.0,NULL,49.71
208.0,ev_6,17335.6,35000.0,0.0,NULL,49.53
208.0,ev_7,17371.31,35000.0,0.0,NULL,49.63
209.0,ev_0,18007.94,35000.0,0.0,cs_58,51.45
209.0,ev_1,17347.72,35000.0,0.0,NULL,49.56
209.0,ev_2,17334.82,35000.0,0.0,NULL,49.53
209.0,ev_3,17379.08,35000.0,0.0,NULL,49.65
209.0,ev_4,17294.05,35000.0,0.0,NULL,49.41
209.0,ev_5,17396.73,35000.0,0.0,NULL,49.7
209.0,ev_6,17332.16,35000.0,0.0,NULL,49.52
209.0,ev_7,17373.85,35000.0,0.0,NULL,49.64
210.0,ev_0,18013.72,35000.0,0.0,cs_58,51.47
210.0,ev_1,17346.77,35000.0,0.0,NULL,49.56
210.0,ev_2,17333.01,35000.0,0.0,NULL,49.52
210.0,ev_3,17379.05,35000.0,0.0,NULL,49.65
210.0,ev_4,17290.65,35000.0,0.0,NULL,49.4
210.0,ev_5,17396.7,35000.0,0.0,NULL,49.7
210.0,ev_6,17330.51,35000.0,0.0,NULL,49.52
210.0,ev_7,17374.6,35000.0,0.0,NULL,49.64
211.0,ev_0,18019.5,35000.0,0.0,cs_58,51.48
211.0,ev_1,17344.12,35000.0,0.0,NULL,49.55
211.0,ev_2,17338.27,35000.0,0.0,NULL,49.54
211.0,ev_3,17379.02,35000.0,0.0,NULL,49.65
211.0,ev_4,17291.91,35000.0,0.0,NULL,49.41
211.0,ev_5,17396.68,35000.0,0.0,NULL,49.7
211.0,ev_6,17331.33,35000.0,0.0,NULL,49.52
211.0,ev_7,17368.16,35000.0,0.0,NULL,49.62
212.0,ev_0,18025.28,35000.0,0.0,cs_58,51.5
212.0,ev_1,17345.43,35000.0,0.0,NULL,49.56
212.0,ev_2,17332.83,35000.0,0.0,NULL,49.52
212.0,ev_3,17378.99,35000.0,0.0,NULL,49.65
212.0,ev_4,17290.75,35000.0,0.0,NULL,49.4
212.0,ev_5,17396.65,35000.0,0.0,NULL,49.7
212.0,ev_6,17330.99,35000.0,0.0,NULL,49.52
212.0,ev_7,17367.21,35000.0,0.0,NULL,49.62
213.0,ev_0,18031.06,35000.0,0.0,cs_58,51.52
213.0,ev_1,17344.47,35000.0,0.0,NULL,49.56
213.0,ev_2,17335.54,35000.0,0.0,NULL,49.53
213.0,ev_3,17378.97,35000.0,0.0,NULL,49.65
213.0,ev_4,17289.64,35000.0,0.0,NULL,49.4
213.0,ev_5,17396.62,35000.0,0.0,NULL,49.7
213.0,ev_6,17324.71,35000.0,0.0,NULL,49.5
213.0,ev_7,17367.81,35000.0,0.0,NULL,49.62
214.0,ev_0,18036.83,35000.0,0.0,cs_58,51.53
214.0,ev_1,17341.29,35000.0,0.0,NULL,49.55
214.0,ev_2,17332.28,35000.0,0.0,NULL,49.52
214.0,ev_3,17378.94,35000.0,0.0,NULL,49.65
214.0,ev_4,17289.44,35000.0,0.0,NULL,49.4
214.0,ev_5,17396.59,35000.0,0.0,NULL,49.7
214.0,ev_6,17327.22,35000.0,0.0,NULL,49.51
214.0,ev_7,17367.03,35000.0,0.0,NULL,49.62
215.0,ev_0,18042.61,35000.0,0.0,cs_58,51.55
215.0,ev_1,17344.31,35000.0,0.0,NULL,49.56
215.0,ev_2,17334.05,35000.0,0.0,NULL,49.53
215.0,ev_3,17378.91,35000.0,0.0,NULL,49.65
215.0,ev_4,17286.03,35000.0,0.0,NULL,49.39
215.0,ev_5,17396.56,35000.0,0.0,NULL,49.7
215.0,ev_6,17326.08,35000.0,0.0,NULL,49.5
215.0,ev_7,17367.62,35000.0,0.0,NULL,49.62
216.0,ev_0,18048.39,35000.0,0.0,cs_58,51.57
216.0,ev_1,17343.87,35000.0,0.0,NULL,49.55
216.0,ev_2,17333.65,35000.0,0.0,NULL,49.52
216.0,ev_3,17378.88,35000.0,0.0,NULL,49.65
216.0,ev_4,17290.85,35000.0,0.0,NULL,49.4
216.0,ev_5,17396.54,35000.0,0.0,NULL,49.7
216.0,ev_6,17321.05,35000.0,0.0,NULL,49.49
216.0,ev_7,17368.25,35000.0,0.0,NULL,49.62
217.0,ev_0,18054.17,35000.0,0.0,cs_58,51.58
217.0,ev_1,17342.69,35000.0,0.0,NULL,49.55
217.0,ev_2,17332.93,35000.0,0.0,NULL,49.52
217.0,ev_3,17378.86,35000.0,0.0,NULL,49.65
217.0,ev_4,17289.27,35000.0,0.0,NULL,49.4
217.0,ev_5,17396.51,35000.0,0.0,NULL,49.7
217.0,ev_6,17324.0,35000.0,0.0,NULL,49.5
217.0,ev_7,17365.29,35000.0,0.0,NULL,49.62
218.0,ev_0,18059.94,35000.0,0.0,cs_58,51.6
218.0,ev_1,17342.15,35000.0,0.0,NULL,49.55
218.0,ev_2,17327.69,35000.0,0.0,NULL,49.51
218.0,ev_3,17378.83,35000.0,0.0,NULL,49.65
218.0,ev_4,17283.55,35000.0,0.0,NULL,49.38
218.0,ev_5,17396.48,35000.0,0.0,NULL,49.7
218.0,ev_6,17321.61,35000.0,0.0,NULL,49.49
218.0,ev_7,17366.86,35000.0,0.0,NULL,49.62
219.0,ev_0,18065.72,35000.0,0.0,cs_58,51.62
219.0,ev_1,17339.67,35000.0,0.0,NULL,49.54
219.0,ev_2,17324.48,35000.0,0.0,NULL,49.5
219.0,ev_3,17378.8,35000.0,0.0,NULL,49.65
219.0,ev_4,17288.31,35000.0,0.0,NULL,49.4
219.0,ev_5,17396.45,35000.0,0.0,NULL,49.7
219.0,ev_6,17321.64,35000.0,0.0,NULL,49.49
219.0,ev_7,17367.15,35000.0,0.0,NULL,49.62
220.0,ev_0,18071.5,35000.0,0.0,cs_58,51.63
220.0,ev_1,17340.29,35000.0,0.0,NULL,49.54
220.0,ev_2,17329.98,35000.0,0.0,NULL,49.51
220.0,ev_3,17378.77,35000.0,0.0,NULL,49.65
220.0,ev_4,17280.31,35000.0,0.0,NULL,49.37
220.0,ev_5,17396.43,35000.0,0.0,NULL,49.7
220.0,ev_6,17323.45,35000.0,0.0,NULL,49.5
220.0,ev_7,17364.01,35000.0,0.0,NULL,49.61
221.0,ev_0,18077.28,35000.0,0.0,cs_58,51.65
221.0,ev_1,17334.3,35000.0,0.0,NULL,49.53
221.0,ev_2,17326.18,35000.0,0.0,NULL,49.5
221.0,ev_3,17378.74,35000.0,0.0,NULL,49.65
221.0,ev_4,17279.69,35000.0,0.0,NULL,49.37
221.0,ev_5,17396.4,35000.0,0.0,NULL,49.7
221.0,ev_6,17320.78,35000.0,0.0,NULL,49.49
221.0,ev_7,17365.49,35000.0,0.0,NULL,49.62
222.0,ev_0,18083.06,35000.0,0.0,cs_58,51.67
222.0,ev_1,17338.03,35000.0,0.0,NULL,49.54
222.0,ev_2,17324.42,35000.0,0.0,NULL,49.5
222.0,ev_3,17378.72,35000.0,0.0,NULL,49.65
222.0,ev_4,17284.59,35000.0,0.0,NULL,49.38
222.0,ev_5,17396.37,35000.0,0.0,NULL,49.7
222.0,ev_6,17318.94,35000.0,0.0,NULL,49.48
222.0,ev_7,17360.41,35000.0,0.0,NULL,49.6
223.0,ev_0,18088.83,35000.0,0.0,cs_58,51.68
223.0,ev_1,17333.63,35000.0,0.0,NULL,49.52
223.0,ev_2,17325.65,35000.0,0.0,NULL,49.5
223.0,ev_3,17378.69,35000.0,0.0,NULL,49.65
223.0,ev_4,17280.6,35000.0,0.0,NULL,49.37
223.0,ev_5,17396.34,35000.0,0.0,NULL,49.7
223.0,ev_6,17320.67,35000.0,0.0,NULL,49.49
223.0,ev_7,17359.19,35000.0,0.0,NULL,49.6
224.0,ev_0,18094.61,35000.0,0.0,cs_58,51.7
224.0,ev_1,17335.89,35000.0,0.0,NULL,49.53
224.0,ev_2,17318.75,35000.0,0.0,NULL,49.48
224.0,ev_3,17378.66,35000.0,0.0,NULL,49.65
224.0,ev_4,17297.84,35000.0,0.0,NULL,49.42
224.0,ev_5,17396.31,35000.0,0.0,NULL,49.7
224.0,ev_6,17318.49,35000.0,0.0,NULL,49.48
224.0,ev_7,17362.41,35000.0,0.0,NULL,49.61
225.0,ev_0,18100.39,35000.0,0.0,cs_58,51.72
225.0,ev_1,17333.46,35000.0,0.0,NULL,49.52
225.0,ev_2,17319.9,35000.0,0.0,NULL,49.49
225.0,ev_3,17377.94,35000.0,0.0,NULL,49.65
225.0,ev_4,17309.76,35000.0,0.0,NULL,49.46
225.0,ev_5,17396.29,35000.0,0.0,NULL,49.7
225.0,ev_6,17318.7,35000.0,0.0,NULL,49.48
225.0,ev_7,17362.89,35000.0,0.0,NULL,49.61
226.0,ev_0,18106.17,35000.0,0.0,cs_58,51.73
226.0,ev_1,17328.76,35000.0,0.0,NULL,49.51
226.0,ev_2,17323.44,35000.0,0.0,NULL,49.5
226.0,ev_3,17376.4,35000.0,0.0,NULL,49.65
226.0,ev_4,17314.87,35000.0,0.0,NULL,49.47
226.0,ev_5,17396.26,35000.0,0.0,NULL,49.7
226.0,ev_6,17316.0,35000.0,0.0,NULL,49.47
226.0,ev_7,17361.16,35000.0,0.0,NULL,49.6
227.0,ev_0,18111.94,35000.0,0.0,cs_58,51.75
227.0,ev_1,17328.03,35000.0,0.0,NULL,49.51
227.0,ev_2,17321.18,35000.0,0.0,NULL,49.49
227.0,ev_3,17373.13,35000.0,0.0,NULL,49.64
227.0,ev_4,17315.6,35000.0,0.0,NULL,49.47
227.0,ev_5,17396.23,35000.0,0.0,NULL,49.7
227.0,ev_6,17316.02,35000.0,0.0,NULL,49.47
227.0,ev_7,17355.86,35000.0,0.0,NULL,49.59
228.0,ev_0,18117.72,35000.0,0.0,cs_58,51.76
228.0,ev_1,17327.76,35000.0,0.0,NULL,49.51
228.0,ev_2,17319.17,35000.0,0.0,NULL,49.48
228.0,ev_3,17368.75,35000.0,0.0,NULL,49.62
228.0,ev_4,17315.57,35000.0,0.0,NULL,49.47
228.0,ev_5,17396.2,35000.0,0.0,NULL,49.7
228.0,ev_6,17310.96,35000.0,0.0,NULL,49.46
228.0,ev_7,17359.78,35000.0,0.0,NULL,49.6
229.0,ev_0,18123.5,35000.0,0.0,cs_58,51.78
229.0,ev_1,17327.25,35000.0,0.0,NULL,49.51
229.0,ev_2,17314.7,35000.0,0.0,NULL,49.47
229.0,ev_3,17360.75,35000.0,0.0,NULL,49.6
229.0,ev_4,17315.55,35000.0,0.0,NULL,49.47
229.0,ev_5,17396.18,35000.0,0.0,NULL,49.7
229.0,ev_6,17313.12,35000.0,0.0,NULL,49.47
229.0,ev_7,17357.19,35000.0,0.0,NULL,49.59
230.0,ev_0,18129.28,35000.0,0.0,cs_58,51.8
230.0,ev_1,17326.45,35000.0,0.0,NULL,49.5
230.0,ev_2,17318.92,35000.0,0.0,NULL,49.48
230.0,ev_3,17350.59,35000.0,0.0,NULL,49.57
230.0,ev_4,17315.52,35000.0,0.0,NULL,49.47
230.0,ev_5,17396.15,35000.0,0.0,NULL,49.7
230.0,ev_6,17314.22,35000.0,0.0,NULL,49.47
230.0,ev_7,17353.41,35000.0,0.0,NULL,49.58
231.0,ev_0,18135.06,35000.0,0.0,cs_58,51.81
231.0,ev_1,17329.23,35000.0,0.0,NULL,49.51
231.0,ev_2,17313.08,35000.0,0.0,NULL,49.47
231.0,ev_3,17340.85,35000.0,0.0,NULL,49.55
231.0,ev_4,17315.49,35000.0,0.0,NULL,49.47
231.0,ev_5,17396.12,35000.0,0.0,NULL,49.7
231.0,ev_6,17308.9,35000.0,0.0,NULL,49.45
231.0,ev_7,17354.97,35000.0,0.0,NULL,49.59
232.0,ev_0,18140.83,35000.0,0.0,cs_58,51.83
232.0,ev_1,17322.97,35000.0,0.0,NULL,49.49
232.0,ev_2,17315.41,35000.0,0.0,NULL,49.47
232.0,ev_3,17337.87,35000.0,0.0,NULL,49.54
232.0,ev_4,17315.46,35000.0,0.0,NULL,49.47
232.0,ev_5,17396.09,35000.0,0.0,NULL,49.7
232.0,ev_6,17311.1,35000.0,0.0,NULL,49.46
232.0,ev_7,17356.06,35000.0,0.0,NULL,49.59
233.0,ev_0,18146.61,35000.0,0.0,cs_58,51.85
233.0,ev_1,17322.71,35000.0,0.0,NULL,49.49
233.0,ev_2,17312.21,35000.0,0.0,NULL,49.46
233.0,ev_3,17336.44,35000.0,0.0,NULL,49.53
233.0,ev_4,17315.43,35000.0,0.0,NULL,49.47
233.0,ev_5,17396.06,35000.0,0.0,NULL,49.7
233.0,ev_6,17311.41,35000.0,0.0,NULL,49.46
233.0,ev_7,17352.38,35000.0,0.0,NULL,49.58
234.0,ev_0,18152.39,35000.0,0.0,cs_58,51.86
234.0,ev_1,17322.38,35000.0,0.0,NULL,49.49
234.0,ev_2,17313.76,35000.0,0.0,NULL,49.47
234.0,ev_3,17335.29,35000.0,0.0,NULL,49.53
234.0,ev_4,17315.41,35000.0,0.0,NULL,49.47
234.0,ev_5,17396.04,35000.0,0.0,NULL,49.7
234.0,ev_6,17309.19,35000.0,0.0,NULL,49.45
234.0,ev_7,17350.95,35000.0,0.0,NULL,49.57
235.0,ev_0,18158.17,35000.0,0.0,cs_58,51.88
235.0,ev_1,17324.34,35000.0,0.0,NULL,49.5
235.0,ev_2,17309.35,35000.0,0.0,NULL,49.46
235.0,ev_3,17333.15,35000.0,0.0,NULL,49.52
235.0,ev_4,17315.38,35000.0,0.0,NULL,49.47
235.0,ev_5,17396.01,35000.0,0.0,NULL,49.7
235.0,ev_6,17309.71,35000.0,0.0,NULL,49.46
235.0,ev_7,17350.84,35000.0,0.0,NULL,49.57
236.0,ev_0,18163.94,35000.0,0.0,cs_58,51.9
236.0,ev_1,17322.86,35000.0,0.0,NULL,49.49
236.0,ev_2,17308.39,35000.0,0.0,NULL,49.45
236.0,ev_3,17332.12,35000.0,0.0,NULL,49.52
236.0,ev_4,17315.35,35000.0,0.0,NULL,49.47
236.0,ev_5,17395.98,35000.0,0.0,NULL,49.7
236.0,ev_6,17305.99,35000.0,0.0,NULL,49.45
236.0,ev_7,17351.6,35000.0,0.0,NULL,49.58
237.0,ev_0,18169.72,35000.0,0.0,cs_58,51.91
237.0,ev_1,17324.67,35000.0,0.0,NULL,49.5
237.0,ev_2,17307.78,35000.0,0.0,NULL,49.45
237.0,ev_3,17332.59,35000.0,0.0,NULL,49.52
237.0,ev_4,17315.32,35000.0,0.0,NULL,49.47
237.0,ev_5,17395.95,35000.0,0.0,NULL,49.7
237.0,ev_6,17302.44,35000.0,0.0,NULL,49.44
237.0,ev_7,17351.61,35000.0,0.0,NULL,49.58
238.0,ev_0,18175.5,35000.0,0.0,cs_58,51.93
238.0,ev_1,17321.02,35000.0,0.0,NULL,49.49
238.0,ev_2,17310.87,35000.0,0.0,NULL,49.46
238.0,ev_3,17333.99,35000.0,0.0,NULL,49.53
238.0,ev_4,17315.3,35000.0,0.0,NULL,49.47
238.0,ev_5,17395.93,35000.0,0.0,NULL,49.7
238.0,ev_6,17304.27,35000.0,0.0,NULL,49.44
238.0,ev_7,17347.7,35000.0,0.0,NULL,49.56
239.0,ev_0,18181.28,35000.0,0.0,cs_58,51.95
239.0,ev_1,17323.44,35000.0,0.0,NULL,49.5
239.0,ev_2,17307.27,35000.0,0.0,NULL,49.45
239.0,ev_3,17327.17,35000.0,0.0,NULL,49.51
239.0,ev_4,17315.27,35000.0,0.0,NULL,49.47
239.0,ev_5,17395.9,35000.0,0.0,NULL,49.7
239.0,ev_6,17300.55,35000.0,0.0,NULL,49.43
239.0,ev_7,17346.83,35000.0,0.0,NULL,49.56
240.0,ev_0,18187.06,35000.0,0.0,cs_58,51.96
240.0,ev_1,17319.53,35000.0,0.0,NULL,49.48
240.0,ev_2,17306.77,35000.0,0.0,NULL,49.45
240.0,ev_3,17325.67,35000.0,0.0,NULL,49.5
240.0,ev_4,17314.16,35000.0,0.0,NULL,49.47
240.0,ev_5,17395.87,35000.0,0.0,NULL,49.7
240.0,ev_6,17299.55,35000.0,0.0,NULL,49.43
240.0,ev_7,17346.21,35000.0,0.0,NULL,49.56
241.0,ev_0,18192.83,35000.0,0.0,cs_58,51.98
241.0,ev_1,17318.94,35000.0,0.0,NULL,49.48
241.0,ev_2,17307.81,35000.0,0.0,NULL,49.45
241.0,ev_3,17330.69,35000.0,0.0,NULL,49.52
241.0,ev_4,17312.32,35000.0,0.0,NULL,49.46
241.0,ev_5,17395.84,35000.0,0.0,NULL,49.7
241.0,ev_6,17300.75,35000.0,0.0,NULL,49.43
241.0,ev_7,17346.76,35000.0,0.0,NULL,49.56
242.0,ev_0,18198.61,35000.0,0.0,cs_58,52.0
242.0,ev_1,17320.16,35000.0,0.0,NULL,49.49
242.0,ev_2,17306.18,35000.0,0.0,NULL,49.45
242.0,ev_3,17325.99,35000.0,0.0,NULL,49.5
242.0,ev_4,17308.98,35000.0,0.0,NULL,49.45
242.0,ev_5,17395.81,35000.0,0.0,NULL,49.7
242.0,ev_6,17297.98,35000.0,0.0,NULL,49.42
242.0,ev_7,17346.92,35000.0,0.0,NULL,49.56
243.0,ev_0,18204.39,35000.0,0.0,cs_58,52.01
243.0,ev_1,17315.98,35000.0,0.0,NULL,49.47
243.0,ev_2,17300.54,35000.0,0.0,NULL,49.43
243.0,ev_3,17324.28,35000.0,0.0,NULL,49.5
243.0,ev_4,17303.3,35000.0,0.0,NULL,49.44
243.0,ev_5,17395.79,35000.0,0.0,NULL,49.7
243.0,ev_6,17300.48,35000.0,0.0,NULL,49.43
243.0,ev_7,17348.64,35000.0,0.0,NULL,49.57
244.0,ev_0,18210.17,35000.0,0.0,cs_58,52.03
244.0,ev_1,17312.6,35000.0,0.0,NULL,49.46
244.0,ev_2,17302.62,35000.0,0.0,NULL,49.44
244.0,ev_3,17343.34,35000.0,0.0,NULL,49.55
244.0,ev_4,17297.79,35000.0,0.0,NULL,49.42
244.0,ev_5,17395.76,35000.0,0.0,NULL,49.7
244.0,ev_6,17294.54,35000.0,0.0,NULL,49.41
244.0,ev_7,17346.97,35000.0,0.0,NULL,49.56
245.0,ev_0,18215.94,35000.0,0.0,cs_58,52.05
245.0,ev_1,17315.81,35000.0,0.0,NULL,49.47
245.0,ev_2,17299.33,35000.0,0.0,NULL,49.43
245.0,ev_3,17355.87,35000.0,0.0,NULL,49.59
245.0,ev_4,17286.27,35000.0,0.0,NULL,49.39
245.0,ev_5,17395.73,35000.0,0.0,NULL,49.7
245.0,ev_6,17297.96,35000.0,0.0,NULL,49.42
245.0,ev_7,17346.42,35000.0,0.0,NULL,49.56
246.0,ev_0,18221.72,35000.0,0.0,cs_58,52.06
246.0,ev_1,17311.99,35000.0,0.0,NULL,49.46
246.0,ev_2,17299.13,35000.0,0.0,NULL,49.43
246.0,ev_3,17359.14,35000.0,0.0,NULL,49.6
246.0,ev_4,17277.4,35000.0,0.0,NULL,49.36
246.0,ev_5,17395.7,35000.0,0.0,NULL,49.7
246.0,ev_6,17294.81,35000.0,0.0,NULL,49.41
246.0,ev_7,17346.44,35000.0,0.0,NULL,49.56
247.0,ev_0,18227.5,35000.0,0.0,cs_58,52.08
247.0,ev_1,17316.29,35000.0,0.0,NULL,49.48
247.0,ev_2,17302.9,35000.0,0.0,NULL,49.44
247.0,ev_3,17360.41,35000.0,0.0,NULL,49.6
247.0,ev_4,17270.3,35000.0,0.0,NULL,49.34
247.0,ev_5,17395.68,35000.0,0.0,NULL,49.7
247.0,ev_6,17290.45,35000.0,0.0,NULL,49.4
247.0,ev_7,17343.81,35000.0,0.0,NULL,49.55
248.0,ev_0,18233.28,35000.0,0.0,cs_58,52.1
248.0,ev_1,17313.78,35000.0,0.0,NULL,49.47
248.0,ev_2,17298.18,35000.0,0.0,NULL,49.42
248.0,ev_3,17360.38,35000.0,0.0,NULL,49.6
248.0,ev_4,17267.45,35000.0,0.0,NULL,49.34
248.0,ev_5,17395.65,35000.0,0.0,NULL,49.7
248.0,ev_6,17294.98,35000.0,0.0,NULL,49.41
248.0,ev_7,17343.46,35000.0,0.0,NULL,49.55
249.0,ev_0,18239.06,35000.0,0.0,cs_58,52.11
249.0,ev_1,17313.38,35000.0,0.0,NULL,49.47
249.0,ev_2,17300.25,35000.0,0.0,NULL,49.43
249.0,ev_3,17360.36,35000.0,0.0,NULL,49.6
249.0,ev_4,17268.45,35000.0,0.0,NULL,49.34
249.0,ev_5,17395.62,35000.0,0.0,NULL,49.7
249.0,ev_6,17293.29,35000.0,0.0,NULL,49.41
249.0,ev_7,17339.87,35000.0,0.0,NULL,49.54
250.0,ev_0,18244.83,35000.0,0.0,cs_58,52.13
250.0,ev_1,17312.54,35000.0,0.0,NULL,49.46
250.0,ev_2,17292.8,35000.0,0.0,NULL,49.41
250.0,ev_3,17360.33,35000.0,0.0,NULL,49.6
250.0,ev_4,17266.22,35000.0,0.0,NULL,49.33
250.0,ev_5,17395.59,35000.0,0.0,NULL,49.7
250.0,ev_6,17291.0,35000.0,0.0,NULL,49.4
250.0,ev_7,17338.61,35000.0,0.0,NULL,49.54
251.0,ev_0,18250.61,35000.0,0.0,cs_58,52.14
251.0,ev_1,17307.38,35000.0,0.0,NULL,49.45
251.0,ev_2,17291.73,35000.0,0.0,NULL,49.4
251.0,ev_3,17360.3,35000.0,0.0,NULL,49.6
251.0,ev_4,17266.77,35000.0,0.0,NULL,49.33
251.0,ev_5,17395.1,35000.0,0.0,NULL,49.7
251.0,ev_6,17289.66,35000.0,0.0,NULL,49.4
251.0,ev_7,17337.21,35000.0,0.0,NULL,49.53
252.0,ev_0,18256.39,35000.0,0.0,cs_58,52.16
252.0,ev_1,17311.65,35000.0,0.0,NULL,49.46
252.0,ev_2,17296.05,35000.0,0.0,NULL,49.42
252.0,ev_3,17360.27,35000.0,0.0,NULL,49.6
252.0,ev_4,17267.16,35000.0,0.0,NULL,49.33
252.0,ev_5,17392.97,35000.0,0.0,NULL,49.69
252.0,ev_6,17289.72,35000.0,0.0,NULL,49.4
252.0,ev_7,17340.73,35000.0,0.0,NULL,49.54
253.0,ev_0,18262.17,35000.0,0.0,cs_58,52.18
253.0,ev_1,17308.02,35000.0,0.0,NULL,49.45
253.0,ev_2,17293.82,35000.0,0.0,NULL,49.41
253.0,ev_3,17360.25,35000.0,0.0,NULL,49.6
253.0,ev_4,17266.88,35000.0,0.0,NULL,49.33
253.0,ev_5,17388.35,35000.0,0.0,NULL,49.68
253.0,ev_6,17291.19,35000.0,0.0,NULL,49.4
253.0,ev_7,17338.06,35000.0,0.0,NULL,49.54
254.0,ev_0,18267.94,35000.0,0.0,cs_58,52.19
254.0,ev_1,17310.02,35000.0,0.0,NULL,49.46
254.0,ev_2,17293.47,35000.0,0.0,NULL,49.41
254.0,ev_3,17360.22,35000.0,0.0,NULL,49.6
254.0,ev_4,17266.17,35000.0,0.0,NULL,49.33
254.0,ev_5,17380.2,35000.0,0.0,NULL,49.66
254.0,ev_6,17283.89,35000.0,0.0,NULL,49.38
254.0,ev_7,17339.78,35000.0,0.0,NULL,49.54
255.0,ev_0,18273.72,35000.0,0.0,cs_58,52.21
255.0,ev_1,17304.13,35000.0,0.0,NULL,49.44
255.0,ev_2,17292.96,35000.0,0.0,NULL,49.41
255.0,ev_3,17360.19,35000.0,0.0,NULL,49.6
255.0,ev_4,17266.72,35000.0,0.0,NULL,49.33
255.0,ev_5,17373.92,35000.0,0.0,NULL,49.64
255.0,ev_6,17288.71,35000.0,0.0,NULL,49.4
255.0,ev_7,17335.61,35000.0,0.0,NULL,49.53
256.0,ev_0,18279.5,35000.0,0.0,cs_58,52.23
256.0,ev_1,17306.97,35000.0,0.0,NULL,49.45
256.0,ev_2,17293.07,35000.0,0.0,NULL,49.41
256.0,ev_3,17360.16,35000.0,0.0,NULL,49.6
256.0,ev_4,17262.12,35000.0,0.0,NULL,49.32
256.0,ev_5,17366.98,35000.0,0.0,NULL,49.62
256.0,ev_6,17288.63,35000.0,0.0,NULL,49.4
256.0,ev_7,17336.89,35000.0,0.0,NULL,49.53
257.0,ev_0,18285.28,35000.0,0.0,cs_58,52.24
257.0,ev_1,17303.76,35000.0,0.0,NULL,49.44
257.0,ev_2,17287.55,35000.0,0.0,NULL,49.39
257.0,ev_3,17360.13,35000.0,0.0,NULL,49.6
257.0,ev_4,17262.76,35000.0,0.0,NULL,49.32
257.0,ev_5,17367.81,35000.0,0.0,NULL,49.62
257.0,ev_6,17285.91,35000.0,0.0,NULL,49.39
257.0,ev_7,17333.73,35000.0,0.0,NULL,49.52
258.0,ev_0,18291.06,35000.0,0.0,cs_58,52.26
258.0,ev_1,17306.33,35000.0,0.0,NULL,49.45
258.0,ev_2,17285.85,35000.0,0.0,NULL,49.39
258.0,ev_3,17360.11,35000.0,0.0,NULL,49.6
258.0,ev_4,17261.65,35000.0,0.0,NULL,49.32
258.0,ev_5,17364.28,35000.0,0.0,NULL,49.61
258.0,ev_6,17281.96,35000.0,0.0,NULL,49.38
258.0,ev_7,17332.56,35000.0,0.0,NULL,49.52
259.0,ev_0,18296.83,35000.0,0.0,cs_58,52.28
259.0,ev_1,17301.07,35000.0,0.0,NULL,49.43
259.0,ev_2,17285.38,35000.0,0.0,NULL,49.39
259.0,ev_3,17360.08,35000.0,0.0,NULL,49.6
259.0,ev_4,17260.48,35000.0,0.0,NULL,49.32
259.0,ev_5,17364.31,35000.0,0.0,NULL,49.61
259.0,ev_6,17283.42,35000.0,0.0,NULL,49.38
259.0,ev_7,17334.51,35000.0,0.0,NULL,49.53
260.0,ev_0,18302.61,35000.0,0.0,cs_58,52.29
260.0,ev_1,17302.37,35000.0,0.0,NULL,49.44
260.0,ev_2,17290.1,35000.0,0.0,NULL,49.4
260.0,ev_3,17360.05,35000.0,0.0,NULL,49.6
260.0,ev_4,17262.85,35000.0,0.0,NULL,49.32
260.0,ev_5,17363.17,35000.0,0.0,NULL,49.61
260.0,ev_6,17281.35,35000.0,0.0,NULL,49.38
260.0,ev_7,17329.27,35000.0,0.0,NULL,49.51
261.0,ev_0,18308.39,35000.0,0.0,cs_58,52.31
261.0,ev_1,17298.08,35000.0,0.0,NULL,49.42
261.0,ev_2,17284.58,35000.0,0.0,NULL,49.38
261.0,ev_3,17360.02,35000.0,0.0,NULL,49.6
261.0,ev_4,17258.61,35000.0,0.0,NULL,49.31
261.0,ev_5,17364.62,35000.0,0.0,NULL,49.61
261.0,ev_6,17277.0,35000.0,0.0,NULL,49.36
261.0,ev_7,17331.41,35000.0,0.0,NULL,49.52
262.0,ev_0,18314.17,35000.0,0.0,cs_58,52.33
262.0,ev_1,17300.75,35000.0,0.0,NULL,49.43
262.0,ev_2,17282.0,35000.0,0.0,NULL,49.38
262.0,ev_3,17360.0,35000.0,0.0,NULL,49.6
262.0,ev_4,17258.7,35000.0,0.0,NULL,49.31
262.0,ev_5,17360.15,35000.0,0.0,NULL,49.6
262.0,ev_6,17276.23,35000.0,0.0,NULL,49.36
262.0,ev_7,17328.7,35000.0,0.0,NULL,49.51
263.0,ev_0,18319.94,35000.0,0.0,cs_58,52.34
263.0,ev_1,17299.99,35000.0,0.0,NULL,49.43
263.0,ev_2,17281.28,35000.0,0.0,NULL,49.38
263.0,ev_3,17359.34,35000.0,0.0,NULL,49.6
263.0,ev_4,17256.38,35000.0,0.0,NULL,49.3
263.0,ev_5,17361.68,35000.0,0.0,NULL,49.6
263.0,ev_6,17279.8,35000.0,0.0,NULL,49.37
263.0,ev_7,17331.31,35000.0,0.0,NULL,49.52
